model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,model_encoded,transmission_encoded,fuelType_encoded
 X3,0.4955798654065009,36990,Semi-Auto,-0.5236701783746057,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,2,0
 X2,0.4955798654065009,27990,Semi-Auto,-0.2956256762824002,Diesel,0.0,0.7387397179073987,-0.27186395379305184,12,2,0
 3 Series,0.4955798654065009,39995,Automatic,-0.7920539745582365,Petrol,0.0,-1.735282919981928,1.8344460892255559,2,0,2
 X1,1.2097291525842124,21999,Manual,-0.8561914907716692,Petrol,0.0,-0.03439235643301584,-1.3250189753023558,11,1,2
 4 Series,0.4955798654065009,25488,Automatic,-0.4894765790069958,Petrol,0.0,-0.6322811605896028,-0.27186395379305184,3,0,2
 3 Series,0.4955798654065009,34995,Automatic,-0.47339316515530927,Diesel,0.0,-0.13747663301173776,-0.27186395379305184,2,0,0
 4 Series,0.4955798654065009,29995,Automatic,-0.7920539745582365,Diesel,0.0,0.16146776906655572,1.8344460892255559,3,0,0
 M2,0.4955798654065009,46995,Automatic,-0.7920539745582365,Petrol,0.0,-2.333171724138515,1.8344460892255559,7,0,2
 1 Series,0.4955798654065009,27888,Automatic,-0.7920539745582365,Diesel,0.0,-0.03439235643301584,-0.27186395379305184,0,0,0
 4 Series,0.4955798654065009,30450,Automatic,-0.16185874644276357,Petrol,0.0,-1.2920205306934232,1.8344460892255559,3,0,2
 X5,0.4955798654065009,44888,Automatic,-0.06745041472798582,Diesel,0.0,-1.446646945561506,1.8344460892255559,15,0,0
 3 Series,0.4955798654065009,31995,Automatic,-0.7920539745582365,Petrol,0.0,-0.9827677009572573,-0.27186395379305184,2,0,2
 4 Series,0.4955798654065009,34590,Automatic,-0.7920539745582365,Petrol,0.0,-0.6322811605896028,-0.27186395379305184,3,0,2
 1 Series,0.4955798654065009,19888,Manual,-0.7920539745582365,Diesel,0.0,2.1303774517201455,-1.3250189753023558,0,1,0
 3 Series,-1.6468679961266333,18888,Automatic,0.3030565214407438,Diesel,0.0,0.4913374541184662,1.8344460892255559,2,0,0
 5 Series,1.2097291525842124,40995,Semi-Auto,-0.6800584951763705,Hybrid,0.0,0.37794474988187193,-0.27186395379305184,4,2,1
 2 Series,0.4955798654065009,22995,Manual,-0.7920539745582365,Petrol,0.0,-0.9827677009572573,-1.3250189753023558,1,1,2
 X1,0.4955798654065009,27995,Automatic,-0.7920539745582365,Petrol,0.0,-1.6940492093504391,-0.27186395379305184,11,0,2
 3 Series,0.4955798654065009,30888,Manual,-0.7920539745582365,Diesel,0.0,0.2645520456452776,-0.27186395379305184,2,1,0
 5 Series,0.4955798654065009,30995,Automatic,-0.7920539745582365,Diesel,0.0,1.4397127986427083,-0.27186395379305184,4,0,0
 3 Series,0.4955798654065009,33888,Automatic,-0.7920539745582365,Diesel,0.0,-0.13747663301173776,-0.27186395379305184,2,0,0
 4 Series,0.4955798654065009,39891,Automatic,-0.4777736071393052,Diesel,0.0,-0.03439235643301584,1.8344460892255559,3,0,0
 1 Series,0.4955798654065009,26991,Manual,-0.6448841998421944,Petrol,0.0,-1.054926694562363,-1.3250189753023558,0,1,2
 5 Series,0.4955798654065009,31780,Semi-Auto,0.01767399516996476,Diesel,0.0,0.8624408498018653,1.8344460892255559,4,2,0
 2 Series,0.4955798654065009,19350,Automatic,-0.1708811493351731,Diesel,0.0,-0.03439235643301584,-0.27186395379305184,1,0,0
 X3,-0.21856942177121053,29222,Semi-Auto,-0.24240657516340497,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,2,0
 3 Series,0.4955798654065009,29754,Semi-Auto,-0.2785615664641474,Diesel,0.0,0.05838349248783377,-0.27186395379305184,2,2,0
 1 Series,-0.932718708948922,21712,Automatic,0.8098148172310778,Petrol,0.0,-1.2301699647461906,1.8344460892255559,0,0,2
 2 Series,0.4955798654065009,23113,Semi-Auto,-0.3317806675831427,Petrol,0.0,-0.3951873244585426,-0.27186395379305184,1,2,2
 3 Series,0.4955798654065009,21995,Semi-Auto,0.3194668339479524,Diesel,0.0,1.1407683965644142,-0.27186395379305184,2,2,0
 3 Series,1.2097291525842124,38555,Semi-Auto,-0.8566491488894001,Petrol,0.0,-1.735282919981928,1.8344460892255559,2,2,2
 X3,0.4955798654065009,35495,Semi-Auto,-0.4548907012527593,Diesel,0.0,-0.31271990319556464,1.8344460892255559,13,2,0
 3 Series,1.2097291525842124,41555,Semi-Auto,-0.856779908351609,Petrol,0.0,-1.869292479534266,1.8344460892255559,2,2,2
 X5,0.4955798654065009,46982,Semi-Auto,-0.21533936648617646,Diesel,0.0,-1.446646945561506,1.8344460892255559,15,2,0
 2 Series,1.2097291525842124,36771,Semi-Auto,-0.8256591563459066,Petrol,0.0,-1.6012733604295888,-0.27186395379305184,1,2,2
 X1,0.4955798654065009,25680,Automatic,-0.7417769613389399,Diesel,0.0,1.4397127986427083,-0.27186395379305184,11,0,0
 Z4,0.4955798654065009,31600,Automatic,-0.7135329175018319,Petrol,0.0,-1.498189083850867,-0.27186395379305184,17,0,2
 X3,0.4955798654065009,34454,Semi-Auto,-0.2014788634920401,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,2,0
 5 Series,0.4955798654065009,28370,Semi-Auto,-0.44867962679783974,Petrol,0.0,-0.13747663301173776,-0.27186395379305184,4,2,2
 3 Series,0.4955798654065009,32050,Automatic,-0.5500835897407901,Diesel,0.0,0.05838349248783377,-0.27186395379305184,2,0,0
 1 Series,0.4955798654065009,30900,Automatic,-0.5079136631784413,Petrol,0.0,-1.7765166306134166,-0.27186395379305184,0,0,2
 3 Series,0.4955798654065009,41490,Automatic,-0.5415842246972159,Diesel,0.0,-0.848758141404919,1.8344460892255559,2,0,0
 3 Series,1.2097291525842124,38991,Semi-Auto,-0.8487382014257657,Diesel,0.0,0.05838349248783377,-0.27186395379305184,2,2,0
 X1,1.2097291525842124,36991,Semi-Auto,-0.8050645410480153,Diesel,0.0,0.8624408498018653,-0.27186395379305184,11,2,0
 6 Series,1.2097291525842124,44991,Semi-Auto,-0.8493266190057055,Diesel,0.0,-0.9827677009572573,-0.27186395379305184,5,2,0
 X3,-0.932718708948922,19950,Automatic,2.3527764712953125,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,0,0
 X2,1.2097291525842124,39991,Semi-Auto,-0.811602514158457,Petrol,0.0,-1.8280587689027774,-0.27186395379305184,12,2,2
 6 Series,-0.932718708948922,32023,Semi-Auto,-0.625531799435287,Diesel,0.0,-0.31271990319556464,1.8344460892255559,5,2,0
 5 Series,-0.21856942177121053,36162,Semi-Auto,-0.2512982185936057,Petrol,0.0,-1.2920205306934232,1.8344460892255559,4,2,2
 X1,0.4955798654065009,26020,Automatic,-0.6483493255907284,Diesel,0.0,1.4397127986427083,-0.27186395379305184,11,0,0
 4 Series,0.4955798654065009,29920,Semi-Auto,-0.48261170724103203,Diesel,0.0,0.8624408498018653,-0.27186395379305184,3,2,0
 4 Series,0.4955798654065009,27970,Semi-Auto,-0.37466977118764,Petrol,0.0,-0.31271990319556464,-0.27186395379305184,3,2,2
 X5,-0.932718708948922,40162,Automatic,-0.14381394065794456,Diesel,0.0,-0.9209171350100247,1.8344460892255559,15,0,0
 X1,-0.21856942177121053,22512,Semi-Auto,0.06448588264072713,Diesel,0.0,0.8624408498018653,-0.27186395379305184,11,2,0
 Z4,1.2097291525842124,39991,Semi-Auto,-0.8441616202484565,Petrol,0.0,-1.498189083850867,-0.27186395379305184,17,2,2
 X2,0.4955798654065009,23633,Manual,-0.32779250398577325,Diesel,0.0,0.16146776906655572,-0.27186395379305184,12,1,0
 2 Series,0.4955798654065009,23872,Semi-Auto,-0.7851237230611682,Diesel,0.0,0.05838349248783377,-0.27186395379305184,1,2,0
 2 Series,0.4955798654065009,23242,Manual,-0.8567145286205046,Petrol,0.0,0.05838349248783377,-1.3250189753023558,1,1,2
 2 Series,0.4955798654065009,22753,Semi-Auto,-0.3330228824741266,Diesel,0.0,1.4397127986427083,-0.27186395379305184,1,2,0
 2 Series,0.4955798654065009,23722,Semi-Auto,-0.8493266190057055,Diesel,0.0,-0.21994405427471503,-0.27186395379305184,1,2,0
 3 Series,0.4955798654065009,29822,Semi-Auto,-0.7906810002050436,Diesel,0.0,0.05838349248783377,-0.27186395379305184,2,2,0
 1 Series,0.4955798654065009,29450,Semi-Auto,-0.612651992407717,Petrol,0.0,-1.7765166306134166,-0.27186395379305184,0,2,2
 1 Series,0.4955798654065009,20172,Semi-Auto,-0.4977798048572567,Petrol,0.0,0.2645520456452776,-1.3250189753023558,0,2,2
 2 Series,-0.932718708948922,18490,Semi-Auto,0.08671499121622882,Diesel,0.0,1.2850863837746254,-0.27186395379305184,1,2,0
 X3,0.4955798654065009,32950,Semi-Auto,-0.5335425177713726,Petrol,0.0,-2.1991621645861765,-0.27186395379305184,13,2,2
 1 Series,-0.21856942177121053,15495,Manual,-0.3375994636514357,Petrol,0.0,-1.446646945561506,-1.3250189753023558,0,1,2
 4 Series,-0.932718708948922,19995,Semi-Auto,0.5736632284819246,Diesel,0.0,0.37794474988187193,1.8344460892255559,3,2,0
 3 Series,0.4955798654065009,21991,Semi-Auto,-0.0567935185579659,Petrol,0.0,-0.3951873244585426,-0.27186395379305184,2,2,2
 3 Series,-1.6468679961266333,17640,Semi-Auto,1.0118381863437256,Diesel,0.0,0.4913374541184662,1.8344460892255559,2,2,0
 X3,-1.6468679961266333,19990,Semi-Auto,1.3867909442275554,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,2,0
 5 Series,-0.932718708948922,21790,Automatic,0.9565269338293889,Diesel,0.0,0.8624408498018653,-0.27186395379305184,4,0,0
 2 Series,0.4955798654065009,19490,Automatic,-0.47757746794599193,Diesel,0.0,-0.03439235643301584,-0.27186395379305184,1,0,0
 1 Series,0.4955798654065009,22890,Semi-Auto,-0.7540029710554659,Diesel,0.0,2.3262375772197164,-0.27186395379305184,0,2,0
 1 Series,0.4955798654065009,21990,Semi-Auto,-0.756683540030747,Diesel,0.0,2.7591915388503487,-1.3250189753023558,0,2,0
 X2,1.2097291525842124,31990,Semi-Auto,-0.8570414272760266,Petrol,0.0,-1.2301699647461906,-0.27186395379305184,12,2,2
 X2,-0.21856942177121053,25490,Semi-Auto,-0.16453931541804465,Diesel,0.0,0.7387397179073987,-0.27186395379305184,12,2,0
 4 Series,0.4955798654065009,24888,Manual,-0.32589649178374513,Petrol,0.0,-0.5601221669844979,-0.27186395379305184,3,1,2
 X4,1.2097291525842124,46995,Semi-Auto,-0.7920539745582365,Diesel,0.0,-1.498189083850867,1.8344460892255559,14,2,0
 3 Series,0.4955798654065009,31990,Automatic,-0.21337797455304394,Diesel,0.0,0.05838349248783377,-0.27186395379305184,2,0,0
 3 Series,0.4955798654065009,34990,Automatic,-0.3833652754245274,Diesel,0.0,-0.21994405427471503,-0.27186395379305184,2,0,0
 2 Series,0.4955798654065009,25950,Automatic,-0.5304696704094651,Diesel,0.0,-0.31271990319556464,-0.27186395379305184,1,0,0
 3 Series,0.4955798654065009,31995,Automatic,-0.35440205454527085,Diesel,0.0,0.05838349248783377,-0.27186395379305184,2,0,0
 X1,0.4955798654065009,28383,Manual,-0.7920539745582365,Diesel,0.0,1.7695824836946188,-0.27186395379305184,11,1,0
 X6,0.4955798654065009,42888,Automatic,-0.18846829700226117,Diesel,0.0,-0.7147485818525808,1.8344460892255559,16,0,0
 4 Series,0.4955798654065009,30888,Automatic,-0.6410267957070338,Diesel,0.0,0.8624408498018653,-0.27186395379305184,3,0,0
 1 Series,-0.21856942177121053,22995,Semi-Auto,-0.03770263707547621,Petrol,0.0,-1.2301699647461906,1.8344460892255559,0,2,2
 Z4,0.4955798654065009,43995,Automatic,-0.5696321293410107,Petrol,0.0,-1.9105261901657546,1.8344460892255559,17,0,2
 X1,-0.932718708948922,19490,Automatic,0.3907307408517666,Diesel,0.0,1.4397127986427083,-0.27186395379305184,11,0,0
 3 Series,0.4955798654065009,29890,Automatic,-0.5166745471464331,Diesel,0.0,0.05838349248783377,-0.27186395379305184,2,0,0
 3 Series,0.4955798654065009,31990,Automatic,-0.8570414272760266,Petrol,0.0,-0.9827677009572573,-0.27186395379305184,2,0,2
 2 Series,1.2097291525842124,28995,Semi-Auto,-0.8570414272760266,Diesel,0.0,1.6046476411686628,-0.27186395379305184,1,2,0
 5 Series,-0.932718708948922,22490,Semi-Auto,0.842635442245495,Diesel,0.0,1.7695824836946188,-0.27186395379305184,4,2,0
 2 Series,1.2097291525842124,28490,Semi-Auto,-0.8570414272760266,Petrol,0.0,-0.13747663301173776,-0.27186395379305184,1,2,2
 1 Series,1.2097291525842124,32990,Semi-Auto,-0.4082095732442058,Diesel,0.0,-0.31271990319556464,-0.27186395379305184,0,2,0
 X1,1.2097291525842124,28990,Semi-Auto,-0.7278510786136991,Petrol,0.0,-0.5601221669844979,-1.3250189753023558,11,2,2
 4 Series,0.4955798654065009,31990,Automatic,-0.34740642331709826,Petrol,0.0,-0.7147485818525808,-0.27186395379305184,3,0,2
 X2,0.4955798654065009,34490,Automatic,-0.4827424667032409,Petrol,0.0,-1.8280587689027774,-0.27186395379305184,12,0,2
 3 Series,-0.21856942177121053,21990,Semi-Auto,-0.30647871164573337,Petrol,0.0,-0.31271990319556464,-0.27186395379305184,2,2,2
 4 Series,-0.21856942177121053,21990,Semi-Auto,0.49017331186158447,Diesel,0.0,0.8624408498018653,-0.27186395379305184,3,2,0
 3 Series,0.4955798654065009,30950,Semi-Auto,-0.36139768577344344,Petrol,0.0,-1.054926694562363,-0.27186395379305184,2,2,2
 3 Series,0.4955798654065009,35990,Automatic,-0.4393957049810126,Diesel,0.0,0.05838349248783377,-0.27186395379305184,2,0,0
 3 Series,0.4955798654065009,29990,Automatic,-0.3776772388184432,Diesel,0.0,0.05838349248783377,-0.27186395379305184,2,0,0
 1 Series,0.4955798654065009,33990,Automatic,-0.22978828706025256,Petrol,0.0,-1.7765166306134166,-0.27186395379305184,0,0,2
 3 Series,0.4955798654065009,32990,Automatic,-0.21063202584665844,Diesel,0.0,-0.31271990319556464,-0.27186395379305184,2,0,0
 1 Series,0.4955798654065009,31990,Automatic,-0.5357000488978184,Petrol,0.0,-1.7765166306134166,-0.27186395379305184,0,0,2
 3 Series,0.4955798654065009,39390,Automatic,-0.2725466312025411,Diesel,0.0,-0.848758141404919,1.8344460892255559,2,0,0
 4 Series,0.4955798654065009,30990,Automatic,-0.21030512719113637,Diesel,0.0,0.16146776906655572,1.8344460892255559,3,0,0
 4 Series,1.2097291525842124,26990,Semi-Auto,-0.8569106678138178,Petrol,0.0,-0.31271990319556464,-0.27186395379305184,3,2,2
 3 Series,1.2097291525842124,34990,Semi-Auto,-0.5893114284034401,Petrol,0.0,-1.054926694562363,-0.27186395379305184,2,2,2
 1 Series,-0.932718708948922,16790,Manual,0.1539253547915692,Petrol,0.0,-0.5601221669844979,-0.27186395379305184,0,1,2
 3 Series,1.2097291525842124,36990,Semi-Auto,-0.6955534914481173,Petrol,0.0,-1.168319398798957,-0.27186395379305184,2,2,2
 X5,-0.932718708948922,34990,Automatic,0.9107611220562972,Diesel,0.0,-0.4776547457215199,1.8344460892255559,15,0,0
 1 Series,1.2097291525842124,32995,Semi-Auto,-0.8570414272760266,Diesel,0.0,-0.31271990319556464,-0.27186395379305184,0,2,0
 X3,-1.6468679961266333,20931,Semi-Auto,1.6590321445463467,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,2,0
 2 Series,0.4955798654065009,19870,Manual,-0.8493266190057055,Petrol,0.0,-0.9209171350100247,-1.3250189753023558,1,1,2
 X3,0.4955798654065009,34882,Semi-Auto,-0.4650899393050483,Petrol,0.0,-2.1991621645861765,-0.27186395379305184,13,2,2
 3 Series,0.4955798654065009,42995,Automatic,-0.7523684777778554,Petrol,0.0,-1.735282919981928,1.8344460892255559,2,0,2
 5 Series,1.2097291525842124,30995,Semi-Auto,-0.7920539745582365,Hybrid,0.0,-0.21994405427471503,-0.27186395379305184,4,2,1
 X3,1.2097291525842124,35995,Semi-Auto,-0.5714627618119343,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,2,0
 3 Series,0.4955798654065009,33250,Semi-Auto,-0.3019021304684242,Diesel,0.0,-0.3951873244585426,1.8344460892255559,2,2,0
 3 Series,0.4955798654065009,32888,Automatic,0.00145982185606941,Petrol,0.0,-0.9827677009572573,-0.27186395379305184,2,0,2
 5 Series,0.4955798654065009,34888,Automatic,-0.7953883408445617,Diesel,0.0,0.37794474988187193,-0.27186395379305184,4,0,0
 1 Series,0.4955798654065009,28888,Automatic,-0.7920539745582365,Diesel,0.0,-0.31271990319556464,-0.27186395379305184,0,0,0
 3 Series,0.4955798654065009,29888,Manual,-0.69692646580131,Diesel,0.0,0.2645520456452776,-0.27186395379305184,2,1,0
 4 Series,0.4955798654065009,29888,Manual,-0.7920539745582365,Petrol,0.0,-0.5601221669844979,-0.27186395379305184,3,1,2
 X1,-0.932718708948922,21500,Automatic,0.7836629247893111,Diesel,0.0,0.6047301583550605,-0.27186395379305184,11,0,0
 1 Series,-0.932718708948922,15888,Automatic,0.5084142568397167,Diesel,0.0,1.7695824836946188,-0.27186395379305184,0,0,0
 3 Series,1.2097291525842124,35000,Semi-Auto,-0.7275241799581771,Petrol,0.0,-1.168319398798957,-0.27186395379305184,2,2,2
 4 Series,0.4955798654065009,24750,Semi-Auto,-0.5538756141448463,Petrol,0.0,-0.6322811605896028,-0.27186395379305184,3,2,2
 3 Series,-0.21856942177121053,17995,Semi-Auto,1.7876340756287346,Diesel,0.0,1.2850863837746254,-0.27186395379305184,2,2,0
 3 Series,0.4955798654065009,25888,Automatic,-0.7097408930977758,Diesel,0.0,1.1407683965644142,-0.27186395379305184,2,0,0
 1 Series,0.4955798654065009,17888,Automatic,-0.7920539745582365,Petrol,0.0,0.38825317753974425,-1.3250189753023558,0,0,2
 4 Series,0.4955798654065009,28888,Automatic,-0.6338350252855479,Diesel,0.0,0.8624408498018653,-0.27186395379305184,3,0,0
 3 Series,-0.21856942177121053,24888,Semi-Auto,-0.38022704833151544,Diesel,0.0,-0.03439235643301584,1.8344460892255559,2,2,0
 X2,1.2097291525842124,33000,Semi-Auto,-0.5967647177493436,Petrol,0.0,-1.8280587689027774,-0.27186395379305184,12,2,2
 3 Series,1.2097291525842124,34000,Semi-Auto,-0.531384986644927,Diesel,0.0,-0.3951873244585426,1.8344460892255559,2,2,0
 2 Series,1.2097291525842124,34000,Semi-Auto,-0.6621444488537603,Petrol,0.0,-1.6012733604295888,-0.27186395379305184,1,2,2
 X1,1.2097291525842124,26750,Automatic,-0.791988594827132,Diesel,0.0,-0.3951873244585426,-0.27186395379305184,11,0,0
 M2,0.4955798654065009,46000,Manual,-0.5609366251041232,Petrol,0.0,-2.3950222900857483,1.8344460892255559,7,1,2
 5 Series,-0.932718708948922,25000,Automatic,0.3637289119056425,Diesel,0.0,0.8624408498018653,1.8344460892255559,4,0,0
 X1,0.4955798654065009,22750,Manual,-0.14610223124659913,Petrol,0.0,-1.2301699647461906,-1.3250189753023558,11,1,2
 3 Series,0.4955798654065009,26000,Semi-Auto,-0.5752547862159906,Petrol,0.0,-0.9827677009572573,-0.27186395379305184,2,2,2
 X1,-0.932718708948922,20000,Semi-Auto,0.7215521802401152,Diesel,0.0,0.6047301583550605,-0.27186395379305184,11,2,0
 3 Series,0.4955798654065009,26000,Semi-Auto,-0.5070637266740838,Diesel,0.0,0.05838349248783377,-0.27186395379305184,2,2,0
 1 Series,0.4955798654065009,20750,Manual,-0.4852268964852087,Petrol,0.0,-0.7869075754576857,-1.3250189753023558,0,1,2
 X1,0.4955798654065009,23000,Manual,-0.2976524479466371,Petrol,0.0,-1.2301699647461906,-1.3250189753023558,11,1,2
 1 Series,1.2097291525842124,27840,Semi-Auto,-0.8475613662658862,Diesel,0.0,-0.03439235643301584,-0.27186395379305184,0,2,0
 4 Series,0.4955798654065009,32440,Manual,-0.6094483855836005,Diesel,0.0,1.1407683965644142,-0.27186395379305184,3,1,0
 2 Series,1.2097291525842124,36840,Semi-Auto,-0.6990186171966514,Petrol,0.0,-1.6012733604295888,-0.27186395379305184,1,2,2
 3 Series,0.4955798654065009,29464,Semi-Auto,-0.5794390890066732,Petrol,0.0,-0.9827677009572573,-0.27186395379305184,2,2,2
 X2,0.4955798654065009,32130,Semi-Auto,-0.10085945732234276,Petrol,0.0,-1.8280587689027774,-0.27186395379305184,12,2,2
 1 Series,0.4955798654065009,30420,Semi-Auto,-0.1931756376417792,Petrol,0.0,-1.7765166306134166,-0.27186395379305184,0,2,2
 2 Series,0.4955798654065009,28630,Semi-Auto,-0.6897346953798242,Diesel,0.0,1.6046476411686628,-0.27186395379305184,1,2,0
 X1,0.4955798654065009,25730,Semi-Auto,-0.5634864346171955,Petrol,0.0,-1.395104807272145,-0.27186395379305184,11,2,2
 1 Series,-3.075166570482056,10462,Manual,1.0556426061836848,Petrol,0.0,-0.13747663301173776,-1.1143879710004947,0,1,2
 X1,0.4955798654065009,25843,Semi-Auto,-0.3920607796614149,Diesel,0.0,0.8624408498018653,-0.27186395379305184,11,2,0
 X1,-0.932718708948922,21500,Semi-Auto,0.764964321693448,Diesel,0.0,0.37794474988187193,-0.27186395379305184,11,2,0
 3 Series,0.4955798654065009,27555,Manual,-0.341718386711014,Diesel,0.0,0.2645520456452776,-0.27186395379305184,2,1,0
 X2,0.4955798654065009,29343,Semi-Auto,-0.7498840479958876,Petrol,0.0,-1.6012733604295888,-0.27186395379305184,12,2,2
 X1,0.4955798654065009,25916,Automatic,-0.5808120633598659,Diesel,0.0,0.8624408498018653,-0.27186395379305184,11,0,0
 2 Series,0.4955798654065009,21876,Automatic,-0.3402146528956124,Diesel,0.0,1.2850863837746254,-0.27186395379305184,1,0,0
 4 Series,-1.6468679961266333,18536,Automatic,1.2880021705287819,Petrol,0.0,-0.31271990319556464,-0.27186395379305184,3,0,2
 M4,0.4955798654065009,41986,Automatic,-0.8479536446525127,Petrol,0.0,-1.8280587689027774,1.8344460892255559,9,0,2
 3 Series,0.4955798654065009,21444,Semi-Auto,-0.44358000777169526,Diesel,0.0,0.37794474988187193,-0.27186395379305184,2,2,0
 3 Series,-0.21856942177121053,16999,Manual,-0.39971020820063163,Diesel,0.0,1.6046476411686628,-0.27186395379305184,2,1,0
 3 Series,0.4955798654065009,28999,Automatic,-0.09366768690085693,Diesel,0.0,0.05838349248783377,-0.27186395379305184,2,0,0
 4 Series,0.4955798654065009,30140,Automatic,-0.3615938249667567,Diesel,0.0,0.8624408498018653,-0.27186395379305184,3,0,0
 3 Series,0.4955798654065009,34700,Semi-Auto,-0.46469766091842185,Diesel,0.0,-0.21994405427471503,-0.27186395379305184,2,2,0
 4 Series,0.4955798654065009,31210,Automatic,-0.5762354821825568,Diesel,0.0,0.16146776906655572,1.8344460892255559,3,0,0
 X1,0.4955798654065009,24850,Automatic,-0.21769303680593546,Diesel,0.0,0.8624408498018653,-0.27186395379305184,11,0,0
 3 Series,0.4955798654065009,18999,Automatic,-0.08922186518575659,Diesel,0.0,1.1407683965644142,-0.27186395379305184,2,0,0
 1 Series,0.4955798654065009,16555,Manual,-0.23946448726370623,Diesel,0.0,1.7695824836946188,-0.27186395379305184,0,1,0
 1 Series,0.4955798654065009,18999,Automatic,-0.791988594827132,Diesel,0.0,1.944825753878445,-0.27186395379305184,0,0,0
 X6,0.4955798654065009,41780,Semi-Auto,-0.007431821574131265,Diesel,0.0,-0.7147485818525808,1.8344460892255559,16,2,0
 4 Series,0.4955798654065009,29582,Automatic,-0.48574993433404406,Petrol,0.0,-1.054926694562363,1.8344460892255559,3,0,2
 4 Series,0.4955798654065009,27700,Manual,-0.8501765555100629,Petrol,0.0,-0.5601221669844979,-0.27186395379305184,3,1,2
 1 Series,-0.932718708948922,14445,Automatic,0.548295892813411,Diesel,0.0,2.1303774517201455,-1.3250189753023558,0,0,0
 X1,-1.6468679961266333,18500,Automatic,0.9078844138877029,Diesel,0.0,0.37794474988187193,-0.27186395379305184,11,0,0
 3 Series,-2.361017283304345,14995,Automatic,2.0193398426627875,Diesel,0.0,0.4913374541184662,1.8344460892255559,2,0,0
 X2,0.4955798654065009,35470,Automatic,-0.7549836670220321,Diesel,0.0,0.7387397179073987,-0.27186395379305184,12,0,0
 5 Series,-0.21856942177121053,24999,Semi-Auto,0.27834298308327426,Diesel,0.0,1.1407683965644142,-0.27186395379305184,4,2,0
 3 Series,0.4955798654065009,27999,Automatic,-0.254959483535453,Diesel,0.0,0.05838349248783377,-0.27186395379305184,2,0,0
 5 Series,0.4955798654065009,28999,Automatic,-0.007431821574131265,Petrol,0.0,-0.3951873244585426,-0.27186395379305184,4,0,2
 X3,0.4955798654065009,33790,Semi-Auto,-0.6198437628292027,Petrol,0.0,-2.1991621645861765,-0.27186395379305184,13,2,2
 X4,0.4955798654065009,42550,Semi-Auto,-0.30065991557744026,Petrol,0.0,-2.559957132611703,1.8344460892255559,14,2,2
 M2,0.4955798654065009,42110,Automatic,-0.4883651235782207,Petrol,0.0,-2.333171724138515,1.8344460892255559,7,0,2
 2 Series,0.4955798654065009,20860,Manual,-0.48574993433404406,Petrol,0.0,-0.9209171350100247,-1.3250189753023558,1,1,2
 2 Series,0.4955798654065009,20850,Manual,-0.5963070596316127,Petrol,0.0,-0.9209171350100247,-1.3250189753023558,1,1,2
 2 Series,0.4955798654065009,23150,Semi-Auto,-0.5281813798208105,Diesel,0.0,-0.21994405427471503,-0.27186395379305184,1,2,0
 2 Series,0.4955798654065009,20950,Manual,-0.714971271586129,Diesel,0.0,-0.03439235643301584,-0.27186395379305184,1,1,0
 3 Series,1.2097291525842124,41995,Automatic,-0.5762354821825568,Petrol,0.0,-1.869292479534266,1.8344460892255559,2,0,2
 3 Series,0.4955798654065009,29999,Automatic,-0.0634622511306164,Diesel,0.0,0.05838349248783377,-0.27186395379305184,2,0,0
 X3,0.4955798654065009,34999,Automatic,-0.022207640803729445,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,0,0
 2 Series,0.4955798654065009,27995,Automatic,-0.8501765555100629,Diesel,0.0,1.2850863837746254,-0.27186395379305184,1,0,0
 5 Series,0.4955798654065009,26888,Automatic,-0.32975389591890575,Diesel,0.0,1.4397127986427083,-0.27186395379305184,4,0,0
 4 Series,0.4955798654065009,26995,Manual,-0.8501765555100629,Petrol,0.0,-0.5601221669844979,-0.27186395379305184,3,1,2
 2 Series,0.4955798654065009,20555,Automatic,-0.22083126389894747,Petrol,0.0,-0.13747663301173776,-0.27186395379305184,1,0,2
 2 Series,0.4955798654065009,20999,Automatic,-0.8549492758806853,Petrol,0.0,-0.3951873244585426,-0.27186395379305184,1,0,2
 X3,0.4955798654065009,31436,Automatic,-0.4538446255550887,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,0,0
 4 Series,0.4955798654065009,22680,Automatic,-0.21533936648617646,Petrol,0.0,-0.6322811605896028,-0.27186395379305184,3,0,2
 3 Series,0.4955798654065009,35150,Automatic,-0.47032031779340167,Diesel,0.0,-0.3951873244585426,1.8344460892255559,2,0,0
 X1,0.4955798654065009,31280,Semi-Auto,-0.6700553963173947,Diesel,0.0,-1.549731222140228,-0.27186395379305184,11,2,0
 X2,0.4955798654065009,32740,Automatic,-0.6051987030618134,Petrol,0.0,-1.2920205306934232,-0.27186395379305184,12,0,2
 3 Series,0.4955798654065009,31630,Automatic,-0.5696975090721151,Diesel,0.0,0.05838349248783377,-0.27186395379305184,2,0,0
 3 Series,0.4955798654065009,28000,Semi-Auto,-0.2916375126850308,Petrol,0.0,-0.5601221669844979,-0.27186395379305184,2,2,2
